title,year,length,budget,rating,votes,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
A mohcsi vsz,2004,90,750000,5.6,140,,0,0,1,0,0,0,0
A mrkzs,1981,105,,8.4,12,,0,0,0,1,0,0,0
A msik ember,1988,219,,8.8,6,,0,0,0,0,0,0,0
A msik ember irnti flts diadala,2000,82,,7.3,22,,0,0,0,0,0,0,0
A msik part,1983,40,,6.5,8,,0,0,0,0,0,0,1
A nagy fzet,2013,112,,7,2186,R,0,0,0,1,0,0,0
A nagy generci,1988,109,,7.2,95,,0,0,0,0,0,0,0
A nagy postarabls,1992,77,,5.9,22,,0,0,1,0,0,0,0
A nagyrozsdsi eset,1957,96,,6.9,24,,0,0,0,0,0,0,0
A ngau yap sing gei,1974,92,,6.2,5,,0,0,1,0,0,0,0
A no dentou,2014,53,,1,143,,0,0,0,1,0,0,0
A noi piace freddo...!,1960,110,,6.2,24,,0,0,1,0,0,0,0
A noite dos palhaos mudos,2012,15,,7.8,6,,0,0,1,0,0,0,1
A nord est,2010,44,,8.3,6,,0,0,0,0,1,0,0
A nyaral,1992,81,,7.6,17,,0,0,0,1,0,0,0
A o B,2010,10,,7.2,22,,0,0,0,0,0,0,1
A ojos cerrados,2010,65,,7.4,77,,0,0,0,1,0,0,0
A onda da vida,2011,84,,4.3,12,,0,0,0,0,0,1,0
A oscuras me da risa,1995,91,,3.6,9,,0,0,1,0,0,0,0
A papucshs,1938,81,,8.5,42,,0,0,1,0,0,0,0
A paso de cojo,1980,120,,6.8,13,,0,0,1,1,0,0,0
A piacere,1976,20,,7.3,48,,0,0,0,0,1,0,1
A piros pttys labda,1961,9,,6.5,6,,0,1,0,0,0,0,1
A pnzcsinl,1964,93,,8,25,,0,0,1,0,0,0,0
A pobezim az na kraj sveta,1979,74,,7.1,40,,0,0,0,1,0,0,0
A pofon,2003,26,,7.9,9,,0,0,0,1,0,0,1
A pogny madonna,1981,98,,7.8,835,,0,0,1,0,0,0,0
A porcelnbaba,2005,75,330000,5.7,118,,0,0,0,1,0,0,0
A porte chiuse,1961,100,,6.7,14,,0,0,1,1,0,0,0
A program,1998,75,,5,12,,0,0,0,1,0,0,0
A pronuma bolyok trtnete,1983,90,,6.1,14,,0,0,0,0,0,0,0
A proposito degli effetti speciali,2001,40,,6.4,10,,0,0,0,0,1,0,1
A proposito di quella strana ragazza,1989,93,,6.8,8,,0,0,0,1,0,0,0
A propsito de Buenos Aires,2006,80,,5.2,26,,0,0,0,0,1,0,0
A propsito de Buuel,2000,103,,7.5,268,,0,0,0,0,1,0,0
A prtfogolt,1983,109,,7.7,6,,0,0,0,1,0,0,0
A puerta fra,2012,76,,6.6,271,,0,0,0,1,0,0,0
A pugni nudi,1974,96,,6.2,6,,0,0,0,1,0,0,0
A qualcuna piace calvo,1960,91,,4.5,6,,0,0,1,0,0,0,0
A qualsiasi prezzo,1968,94,,5.5,17,,0,0,0,0,0,0,0
A quoi tu joues,2011,18,,6.8,10,,0,0,0,0,0,1,1
A repls trtnete,2009,15,,7.3,92,,0,0,0,0,0,0,1
A rgi nyr,1942,80,,6.6,10,,0,0,0,0,0,0,0
A ria, a gua, o homem...,2010,5,,0,24.5,,0,1,0,0,0
A ritmo de twist,1962,75,,5.5,8,,0,0,1,0,0,0,0
A rka s a holl,2003,11,,5.2,5,,0,0,0,0,0,0,1
A rszleg,1995,84,,7.1,94,,0,0,0,1,0,0,0
A ruota libera,2000,89,,4.3,156,,0,0,1,0,0,0,0
A rvore dos Sexos,1977,90,,4.9,35,,0,0,1,0,0,0,0
A rzsa nekei,2003,98,,6.8,120,,0,0,0,1,0,0,0
A rzsa vre,1998,100,,6.4,20,,0,0,0,1,0,0,0
A sangre fra,1947,95,,7.4,5,,0,0,0,1,0,0,0
A sangre fra,1959,80,,6.6,37,,0,0,0,0,0,0,0
A sangre y fuego,1988,78,,6.3,10,,1,0,0,0,0,0,0
A sega nakade?,1988,93,,7.4,77,,0,0,0,1,0,0,0
A selejt bosszja,1951,19,,7.3,22,,0,0,1,0,0,0,1
A serious comedy,2014,30,,7,6,,0,0,1,1,1,0,1
A skorpi megeszi az ikreket reggelire,1992,89,,6.7,134,,0,0,1,1,0,1,0
A sllyed falu,2007,23,,6.1,7,,0,0,0,0,1,0,1
A solas,2016,1,,6.4,5,,0,0,0,0,0,0,1
A solas contigo,1990,98,,5.7,67,,0,0,0,0,0,0,0
A sor,2004,9,,6.2,33,,0,0,0,0,0,0,1
A spasso nel tempo,1996,94,,3.8,572,,0,0,1,0,0,0,0
A spasso nel tempo - L'avventura continua,1997,95,,3.8,349,,0,0,1,0,0,0,0
A spat' s chuzhoy zhenoy khorosho!?,1992,88,,3.2,6,,0,0,1,0,0,0,0
A spol macskak,1971,96,,7.4,37,,0,0,0,0,0,0,0
A srs,2010,85,,6,25,,0,0,0,1,0,0,0
A start fel,1978,6,,5.9,7,,0,1,0,0,0,0,1
A sud di New York,2010,83,,3.9,18,,0,0,1,0,0,0,0
A suon di lupara,1968,95,,5.8,11,,0,0,0,0,0,0,0
A szalmabbuk lzadsa,2001,83,,6.3,20,,0,1,0,1,0,0,0
A szeleburdi csald,1981,75,,7.3,90,,0,0,1,0,0,0,0
A szentjnosbogarak nemi lete,2000,8,,8.5,6,,0,1,0,0,0,0,1
A szerelem nem szgyen,1940,87,,7.7,34,,0,0,0,0,0,0,0
A sznszn s a hall,1995,144,,9.2,5,,0,0,0,0,1,0,0
A tagads oka, szintn,2006,2,,6.7,24.5,,0,0,0,0,0,0
A tan,1969,105,,8.6,4055,,0,0,1,1,0,0,0
A tantn,1945,70,,5.8,5,,0,0,0,1,0,0,0
A tantvnyok,1985,103,,7.1,56,,0,0,0,1,0,0,0
A tekerlantos naplja,1999,129,,7.4,19,,0,0,0,0,0,0,0
A tettes ismeretlen,1958,100,,7.5,6,,0,0,0,1,0,0,0
A ti como se che di adeus?,1999,13,,5.2,5,,0,0,1,1,0,0,1
A till B,1993,7,,6.6,5,,0,0,0,0,0,0,1
A tiro de piedra,2010,97,300000,7,80,,0,0,0,0,0,0,0
A tiro limpio,1963,86,,6.7,62,,0,0,0,0,0,0,0
A tiro limpio,1998,87,,6.1,33,,0,0,0,0,0,0,0
A titkos hely,2003,5,,8.2,6,,0,0,1,0,0,0,1
A tizedes meg a tbbiek,1965,111,,8.7,1294,,0,0,1,0,0,0,0
A tkletes csald,1942,74,,8.2,9,,0,0,0,0,0,0,0
A to Z,1956,7,,6.9,9,,0,0,0,0,0,0,1
A toca do lobo,2015,102,,6.5,11,,0,0,0,0,1,0,0
A todo cerdo le llega su San Martin,2015,5,,6.8,19,,0,0,0,0,0,0,1
A tolonc,1915,67,,6.6,79,,0,0,0,1,0,0,0
A torini l,2011,146,,7.8,10059,,0,0,0,1,0,0,0
A travs de tus ojos,2002,9,,7.1,12,,0,0,0,0,0,0,1
A travs de tus ojos,2006,104,,6.9,52,,0,0,0,1,0,0,0
A travs del espejo,2015,15,,9.2,17,,0,0,0,1,0,0,1
A travs del ocaso,2009,10,,5.3,12,,0,0,0,0,0,0,1
A trkfejes kopja,1975,87,,6.5,18,,0,0,0,0,0,0,0
A trombits,1979,84,,7.5,15,,0,0,0,1,0,0,0
A trvnytelen,1996,104,,3.8,11,,0,0,0,0,0,0,0
A tu per tu,1984,102,,5.7,126,,0,0,1,0,0,0,0
A turn,1993,87,,6.9,82,,0,0,1,1,0,0,0
A tus espaldas,2011,76,500000,6.2,92,,0,0,1,1,0,0,0
A un,1989,114,,7.4,33,,0,0,0,1,0,1,0
A un dios desconocido,1977,104,,6.5,99,,0,0,0,1,0,0,0
A unsprezecea porunca,1991,144,,7,63,,0,0,0,1,0,0,0
A variet csillagai,1939,103,,6.4,10,,0,0,0,1,0,0,0
A varzsl,1969,86,,7.4,34,,0,0,0,0,0,0,0
A vd,1996,84,2000000,8.2,29,,0,0,0,1,0,0,0
A veces miro mi vida,1982,79,,6.2,6,,0,0,0,0,0,0,0
A verb is madr,1968,80,,6.9,114,,0,0,1,0,0,0,0
A vg zvegy,1918,70,,5.8,6,,0,0,0,0,0,0,0
A vgyakozs napjai,2008,104,,8.3,15,,0,0,0,1,0,0,0
A vida privada dos hipoptamos,2014,92,,7,81,,0,0,0,0,1,0,0
A vizsga,2011,89,,7.5,930,,0,0,0,1,0,0,0
A vlogats,1970,41,,7.9,22,,0,0,0,0,1,0,1
A vn bakancsos s fia, a huszr,1917,53,,7.6,34.5,,0,0,0,0,0,0
A volar joven!,1947,113,,7.3,194,,0,0,1,0,0,0,0
A vrs grfn,1985,180,,6.5,34,,0,0,0,1,0,0,0
A vrus,2005,27,,6.6,11,,0,0,0,0,0,0,1
A wapra-jelents,1996,30,,7.8,5,,0,0,0,0,1,0,1
A xinecloga,2008,10,,7,34,,0,0,0,0,0,0,1
A zld srkny gyermekei,2010,89,,7,104,,0,0,0,1,0,0,0
A zori zdes tikhie,1972,158,,8.4,2259,,0,0,0,1,0,0,0
A zori zdes tikhie...,2015,120,,6.4,431,,0,0,0,1,0,0,0
A zsarnok szve, avagy Boccaccio Magyarorszgon,1981,96,,7.4,14.5,,0,0,0,1,0,0
A! Onnatachi: waika,1981,83,,7.2,13,,0,0,0,0,0,0,0
A'Mare,2008,15,,6.4,60,,0,0,0,1,0,0,1
A'dan Z'ye (o biim),1975,61,,4.2,6,,0,0,1,0,0,0,0
A(r)men,2013,13,,6.3,41,,0,0,0,1,0,0,1
A+,2013,51,100000,7.5,11,,0,0,0,1,0,0,0
A+ Pollux,2002,90,,6.3,196,,0,0,1,1,0,1,0
A+ salm,1999,82,,5.6,11,,0,0,0,1,0,0,0
A, B, C... Manhattan,1997,90,,14.5,24.5,,0,0,0,1,0
A-Alike,2003,24,,6.7,31,,0,0,0,1,0,0,1
A-Bo the Humonkey,2008,83,1500,5.1,10,,0,0,1,0,0,0,0
A-Game,2002,14,20000,7.6,5,,0,0,1,0,0,0,1
A-Haunting We Will Go,1942,68,,6.4,713,,0,0,1,0,0,0,0
A-Haunting We Will Go,1949,8,,6,117,,0,1,0,0,0,0,1
A-Haunting We Will Go,1966,6,,6.8,332,,0,1,1,0,0,0,1
A-Hunting We Won't Go,1943,7,,5.6,13,,0,1,0,0,0,0,1
A-Lad-In Bagdad,1938,8,,5.5,63,,0,1,1,0,0,0,1
A-Lad-in His Lamp,1948,7,,7.5,237,,0,1,1,0,0,0,1
A-List,2006,98,,6.1,1464,,0,0,1,1,0,0,0
A-Town,2011,60,250000,8.3,12,,0,0,0,1,0,0,0
A-hmansu,1986,99,,6.2,21,,0,0,0,0,0,0,0
A-leum-dab-da,2008,88,,6.7,806,,0,0,0,1,0,0,0
A-li a-li han-guk-yeong-hwa,2011,83,,6.8,8,,0,0,0,0,1,0,0
A. (Anonymous),2006,53,0,8.1,19,,0,0,1,0,0,0,0
A. Effect,2008,13,12000,7.6,14,,0,0,1,0,0,0,1
A. Friend,2015,4,,7,15,,0,0,0,0,0,0,1
A. Hitler,2010,105,,5,18,,0,0,0,1,0,0,0
A. Lincoln: A Life Embellished,2003,15,,8.2,16,,0,0,1,0,0,0,1
A. Shakespeare,2011,34,,9.4,7,,0,0,0,0,0,0,1
A... come assassino,1966,76,,6.1,25,,1,0,0,0,0,0,0
A.1.1.4.H,2005,12,,7,5,,1,0,0,0,0,0,1
A.13,1994,12,,7.2,5,,0,0,0,0,0,0,1
A.A.A. Achille,2003,82,,5.8,51,,0,0,1,0,0,0,0
A.A.A. Massaggiatrice bella presenza offresi...,1972,90,,5.4,60,,0,0,0,0,0,0,0
A.B. Normal College (Todo na 'yan! Kulang pa 'yun!),2003,115,,5.4,14,,0,0,1,0,0,0,0
A.B.C.D.T.O.P.O.L.,2002,78,,6,8,,0,0,0,0,1,0,0
A.B.S,2012,12,,5.5,15,,0,0,0,1,0,0,1
A.C.O.D.,2013,88,,5.7,10574,R,0,0,1,0,0,0,0
A.D. 1363, the End of Chivalry,2016,3,,7.2,4.5,,0,0,1,0,0,0
A.D.3 operazione squalo bianco,1966,82,,4.8,20,,1,0,0,0,0,0,0
A.D.A.M.,1988,98,,5.6,42,,0,0,1,0,0,0,0
A.D.A.M.,2014,13,,8.9,7,,0,1,0,0,1,0,1
A.K.,1985,71,,7.2,585,,0,0,0,0,1,0,0
A.K.A Nadia,2015,115,,6.5,17,,0,0,0,1,0,0,0
A.K.A. Birdseye,2002,90,,6.9,54,,0,0,1,0,0,0,0
A.K.A. Doc Pomus,2012,98,,8.8,56,,0,0,0,0,1,0,0
A.K.A. Don Bonus,1995,65,,7.9,47,,0,0,0,0,1,0,0
A.K.A.: It's a Wiley World!,2003,86,,4.5,26,,0,0,1,0,0,0,0
A.L.F.,2012,96,,7.1,100,,0,0,0,1,0,0,0
A.M.,2006,10,,5.9,9,,0,0,0,1,0,0,1
A.M.,2010,8,,6.2,9,,0,0,0,0,0,0,1
A.M. Mayhem: The Story of Tucson's Power 1490AM,2011,116,,6.8,24,,0,0,0,0,1,0,0
A.M. Session,2007,11,0,5.7,11,,0,0,0,1,0,0,1
A.N.I. 1240,2003,13,8000,7,13,,0,0,0,0,0,0,1
A.P.E.X.,1994,98,,4.4,856,,1,0,0,0,0,0,0
A.P.U.: Art, Pot and Underwear,2003,10,1500,7.2,14.5,,1,0,1,0,0,0
A.R.C.H.I.E.,2016,88,,4.3,19,,0,0,0,0,0,0,0
A.R.O.G,2008,127,8500000,7.2,19828,,0,0,1,0,0,0,0
A.S.K.,2006,16,2500,8.5,11,,0,0,0,0,0,0,1
A.T.M.: A toda mquina!!,1951,120,,8,434,,0,0,1,1,0,0,0
A.W.,2005,10,,7.4,10,,0,0,0,1,0,0,1
A.W.O.L,2006,20,,6,159,,1,0,0,1,0,0,1
A.W.O.L.,1918,5,,5.2,116,,0,1,1,0,0,0,1
A.k.a. Cassius Clay,1970,79,,6.7,282,PG,0,0,0,0,1,0,0
A.k.a. Nikki S. Lee,2006,60,,8.5,10,,0,0,0,1,0,0,0
A/R: Andata+ritorno,2004,86,,6.4,534,,0,0,1,0,0,0,0
A/S/L: A Tale of Online Dating,2007,5,,6,7,,0,0,1,0,0,1,1
A/S/L: Age Sex Location,2008,100,195000,6.6,25,,0,0,0,1,0,0,0
A/V,2011,106,,8.2,9,,0,0,1,1,0,0,0
A/k/a Tommy Chong,2006,80,,7.5,573,,0,0,0,0,1,0,0
A1,1999,65,,7.4,12,,0,0,0,1,0,0,0
A12,2012,10,,4.8,5,,0,0,0,1,0,0,1
A2,2001,131,,7.6,59,,0,0,0,0,0,0,0
A2Z,2007,85,,7.3,292,,1,0,0,1,0,0,0
A4,2007,3,,8,5,,0,0,0,0,0,0,1
A440,2011,22,,8.7,7,,0,0,1,1,0,0,1
A7-058,2013,6,,5.9,16,,0,0,0,0,0,0,1
A: Film by Upendra,1998,150,,8.7,927,,0,0,0,1,0,0,0
AAA, la pelcula: Sin lmite en el tiempo,2010,90,3200000,5.6,14.5,,0,1,0,0,0,0
AAi,2014,14,,8.5,11,,0,1,0,1,0,0,1
AB Negative,2008,19,,8.1,15,,0,0,0,1,0,0,1
AB Negative,2015,80,,4,127,,0,0,0,0,0,0,0
ABBA: The Movie,1977,95,,6.4,2393,,0,0,1,1,1,0,0
ABC,2012,12,,8.7,7,,0,0,0,0,1,0,1
ABC,2013,17,,9,5,,0,0,0,1,0,0,1
ABC Africa,2001,83,,7.1,526,,0,0,0,0,1,0,0
ABC Colombia,2007,88,,7.3,15,,0,0,0,0,1,0,0
ABC da Greve,1990,75,,7.9,49,,0,0,0,0,1,0,0
ABC milosci,1935,61,,6.4,8,,0,0,1,0,0,1,0
ABCD,1999,105,200000,5.7,268,,0,0,0,1,0,0,0
ABCD,2002,11,,5.8,8,,0,0,0,0,0,0,1
ABCD (Any Body Can Dance),2013,160,,6.4,5008,,0,0,0,1,0,0,0
ABCD: American-Born Confused Desi,2013,166,,6.6,1290,,0,0,1,0,0,0,0
ABCs of Death 2,2014,125,,5.5,5587,,0,0,1,0,0,0,0
ABNKKBSNPLAko?!,2014,90,,6.1,38,,0,0,1,0,0,0,0
ABS serienmig - Kondome schtzen,1994,2,,7.2,5,,0,0,0,0,0,0,1
AC/DC,1969,65,,6.3,11,,0,0,0,1,0,0,0
AC/DC: Let There Be Rock,1980,95,,8.4,877,,0,0,0,0,1,0,0
AC/DC: Live at River Plate,2011,60,,8.4,538,,0,0,0,0,1,0,0
ACAB - All Cops Are Bastards,2012,112,5000000,6.6,5233,,1,0,0,1,0,0,0
ACP Ranveer,2012,169,,6,7,,1,0,0,0,0,0,0
ADD & Loving It?!,2009,57,,8.3,30,,0,0,1,1,1,0,0
ADDicted,2012,120,,9,8,,0,0,0,1,0,0,1
ADHD Rush Hour,2012,80,,8.7,7,,0,0,0,0,1,0,0
AFK: Heroes of Prophecy,2012,96,5000,7.9,14,,0,0,1,0,0,0,0
AFR,2007,83,,5.4,442,,0,0,0,1,0,0,0
AFSPA,1958,2006,52,,8.6,45.5,,0,0,0,0,1,0
AG Geige - Ein Amateurfilm,2012,80,,7,5,,0,0,0,0,1,0,0
AI3,2006,10,1000,7.2,9,,0,0,0,0,0,0,1
AIDS, Furor do Sexo Explcito,1985,80,,4.3,24.5,,0,0,0,1,0,0
AIR: The Musical,2010,100,,7.1,57,,0,0,1,0,0,1,0
AJ Goes to France,2006,60,,7.3,47,,0,0,1,0,0,0,0
AJ's Infinite Summer,2014,8,,6.8,13,,0,1,1,0,0,0,1
AK 47,2004,125,,5,26,,1,0,0,0,0,0,0
AKA,2002,123,,5.9,1019,R,0,0,0,1,0,0,0
AKA Private,2011,97,15000,7,8,,0,0,0,1,1,0,0
AKP: Job 27,2013,114,,6.7,31,,1,0,0,1,0,1,0
AM/PM,1999,12,,5.8,6,,0,0,0,0,1,0,1
AM1200,2008,39,,7.1,367,,0,0,0,0,0,0,1
AMV Hell 3: The Motion Picture,2005,68,,7,6,,0,0,1,0,0,0,0
ANPO: Art X War,2010,89,,8.1,26,,0,0,0,0,1,0,0
APT. 3157,2005,3,5000,5.2,18,,0,0,0,0,0,0,1
APTC 25 anos: Menos corta e mais ao,2011,25,,7.2,6,,0,0,0,0,1,0,1
ARFF,2002,14,,7.1,9,,0,0,0,0,0,0,1
ASCENSION... I Am Not My Mother,2015,90,,8.6,14,,0,0,0,1,0,0,0
ATF: Asian Task Force,2007,32,,7.6,11,,1,0,0,0,0,0,1
ATL,2006,105,,6,8518,PG-13,0,0,1,1,0,1,0
ATL: The Untold Story of Atlanta's Rise in the Rap Game,2014,90,,8,17,,0,0,0,0,1,0,0
ATM,2010,8,,5.6,5,,0,0,1,1,0,0,1
ATM: Er Rak Error,2012,123,,7.2,931,,0,0,1,0,0,1,0
ATRAXIA: Poodle Shaving for the Blind,2013,86,,6,7,,0,0,0,1,0,0,0
ATypical Love,2012,81,500000,7.8,16,,0,0,1,0,0,0,0
AU3 (Autopista Central),2010,84,,7.9,10,,0,0,0,0,1,0,0
AUN: The Beginning and the End of All Things,2011,100,,5.9,37,,0,0,0,0,0,0,0
AVP: Alien vs. Predator,2004,109,60000000,5.6,143438,PG-13,1,0,0,0,0,0,0
AVPR: Aliens vs Predator - Requiem,2007,94,40000000,4.7,92666,R,1,0,0,0,0,0,0
AWOL,2010,14,,6.7,20,,0,0,0,1,0,0,1
AWOL,2016,85,,7.3,24,,0,0,0,1,0,1,0
AWOL-72,2015,82,3000000,3.9,517,R,0,0,0,0,0,0,0
Aa Ab Laut Chalen,1999,177,,5.4,1134,,0,0,0,1,0,1,0
Aa Dekhen Zara,2009,117,,5,712,,0,0,0,0,0,0,0
Aa Dinagalu,2007,136,,7.6,161,,0,0,0,1,0,1,0
Aa Gale Lag Jaa,1973,148,,7.2,200,,1,0,0,1,0,1,0
Aa Gaye Munde U.K. De,2014,132,,5.9,156,,0,0,1,0,0,1,0
Aa Jao Please,2016,120,,8.4,11,,0,0,0,1,0,0,0
Aa Naluguru,2004,141,,8.4,776,,0,0,0,1,0,0,0
Aa Okkati Adakku,1993,155,,7.6,221,,0,0,1,0,0,0,0
Aa Rathri,1983,137,,7.9,28,,0,0,0,1,0,0,0
Aa Shanka,2012,5,,8.7,7,,0,0,0,0,0,0,1
Aa bakudan,1964,95,,6.9,91,,1,0,1,0,0,0,0
Aa, kaigun,1970,122,,6.6,14.5,,0,0,0,1,0,0
Aaaaaaaah!,2015,79,,4.8,444,,0,0,0,0,0,0,0
Aaaaaah,2001,1,,6,10,,0,1,0,0,0,1,1
Aaaah,2014,138,,5.7,82,,0,0,0,0,0,0,0
Aaahh Belinda,1986,100,,7.7,904,,0,0,1,0,0,0,0
Aaavocado,2008,10,20000,6,5,,0,0,1,0,0,0,1
Aab, baad, khaak,1989,75,,14.5,24.5,,0,0,0,1,0
Aabroo,1968,157,,6.7,12,,0,0,1,1,0,1,0
Aachi & Ssipak,2006,90,3500000,6.9,1304,,1,1,1,0,0,0,0
Aadan,2004,8,,7.4,44,,0,0,0,1,0,0,1
Aadhalal Kadhal Seiveer,2013,106,,7.3,352,,0,0,0,0,0,1,0
Aadharshila,1982,154,,6.5,15,,0,0,0,0,0,0,0
Aadhavan,2009,159,,5.1,1802,,1,0,0,0,0,0,0
Aadhi Bhagavan,2013,157,,5.4,427,,1,0,0,0,0,0,0
Aadi,2002,157,,7.3,769,,1,0,0,1,0,1,0
Aadmi,1968,175,,7.3,144,,0,0,0,1,0,1,0
Aadmi Aur Insaan,1969,168,,7.4,85,,0,0,0,1,0,1,0
Aadmi Ki Aurat Aur Anya Kahaniya,2009,78,,7.7,46,,0,0,0,1,0,0,0
Aadukalam,2011,160,,8,2344,,1,0,0,1,0,1,0
Aadupuliyattam,2016,145,,6.4,90,,0,0,0,0,0,0,0
Aaduthu Paaduthu,2002,150,,7.5,20,,0,0,1,0,0,0,0
Aadyathe Kanmani,1995,155,,6.4,96,,0,0,1,1,0,0,0
Aag,1948,138,,7.5,256,,0,0,0,0,0,1,0
Aag,1994,139,,4.9,134,,1,0,0,1,0,0,0
Aagadu,2014,165,,5.6,2430,,1,0,1,1,0,0,0
Aagathan,2010,120,,5.3,153,,0,0,0,1,0,1,0
Aaghaat,2010,130,,8,21,,0,0,0,1,0,0,0
Aah,1953,150,,7.2,175,,0,0,0,1,0,1,0
Aah... Tamara,1965,28,,6.3,10,,0,0,0,1,0,0,1
Aahuti,1978,135,,5.6,19,,0,0,0,1,0,0,0
Aai,2004,162,,4.4,21,,1,0,0,0,0,0,0
Aaina,1977,150,,7,62,,0,0,0,1,0,0,0
Aaina,1993,149,,6.1,272,,0,0,0,0,0,1,0
Aaj Aur Kal,1963,144,,6.4,25,,0,0,0,1,0,1,0
Aaj Ka Arjun,1990,164,,4.7,441,,1,0,0,1,0,0,0
Aaj Ka Robin Hood,1988,150,,7.6,23,,0,0,0,1,0,0,0
Aaj Kal,2010,90,65000,7,7,,0,0,1,0,0,1,0
Aaj Ke Shahenshah,1990,132,,2.4,7,,0,0,0,0,0,0,0
Aaja Nachle,2007,137,,6.4,2192,,0,0,0,1,0,0,0
Aakashvani,2016,113,,4.4,29,,0,0,1,0,0,0,0
Aakhir,2014,16,7000,6.9,7,,0,0,0,1,0,0,1
Aakhree Raasta,1986,164,,7.2,765,,1,0,0,1,0,0,0
Aakhri Khat,1966,153,,7.5,79,,0,0,0,1,0,0,0
Aakra-Man,2011,5,,7.9,35,,0,0,1,1,0,0,1
Aakrosh,1980,144,,8,463,,0,0,0,1,0,0,0
Aakrosh,2010,115,,7,2011,,1,0,0,1,0,0,0
Aal,2014,111,,5,32,,0,0,0,0,0,0,0
Aal Abt Clg,2013,16,,8.6,14,,0,0,0,0,1,0,1
Aal im Schdel,2006,18,,7,15,,0,1,0,0,0,0,1
Aalavandhan,2001,178,,7.2,1289,,0,0,0,0,0,0,0
Aaliyah: So Much More Than a Woman,2004,62,,8.2,33,,0,0,0,0,1,0,0
Aalkkoottathil Thaniye,1984,139,,7.7,84,,0,0,0,1,0,1,0
Aalo Chhaya,2014,148,,7.3,18,,0,0,0,1,0,1,0
Aalo Mora Kandhei,2010,156,,6.2,6,,0,0,0,1,0,0,0
Aalterate,2012,10,,6.5,21,,0,0,0,0,0,0,1
Aaltoska orkaniseeraa,1949,77,,5.3,24,,0,0,1,0,0,0,0
Aaltra,2004,92,,7.1,2343,,0,0,1,1,0,0,0
Aalwar,2007,152,,3.2,566,,1,0,0,0,0,0,0
Aama Ghara Aama Sansara,1991,176,,6,5,,0,0,0,1,0,0,0
Aamaar Bhuvan,2002,107,,8.5,40,,0,0,0,1,0,0,0
Aamar Pratigya,2008,142,,8.5,13,,1,0,0,0,0,0,0
Aambala,2015,146,,4.1,510,,1,0,1,0,0,0,0
Aamdani Atthanni Kharcha Rupaiya,2001,150,,4.5,690,,0,0,1,0,0,0,0
Aamhi Jato Amuchya Gava,1968,133,,7.9,10,,0,0,0,1,0,0,0
Aami Shudhu Cheyechhi Tomay,2014,135,,6,12,,0,0,1,1,0,1,0
Aamir,2008,99,,7.8,6959,,0,0,0,1,0,0,0
Aamne - Saamne,1967,163,,6.4,52,,1,0,0,1,0,0,0
Aamne Samne,1982,143,,6.5,25,,1,0,0,1,0,0,0
Aamua kaupungissa,1954,8,,5.9,16,,0,0,0,0,1,0,1
Aan,1953,88,,7.1,170,,1,0,0,1,0,1,0
Aan Milo Sajna,1970,177,,6.5,141,,0,0,0,1,0,1,0
Aan ja,2008,75,,6.7,40,,0,0,0,1,0,0,0
Aan: Men at Work,2004,165,,5.7,2077,,1,0,0,1,0,0,0
Aanaatt,2008,5,,6.3,18,,0,1,0,0,0,0,1
Aanaval Mothiram,1990,134,,7.2,115,,1,0,1,0,0,0,0
Aanch,2003,160,,6.2,61,,0,0,0,1,0,0,0
Aandhi,1975,133,,8.2,876,,0,0,0,1,0,1,0
Aandhiyan,1952,96,,7.9,18,,0,0,0,0,0,0,0
Aandhiyan,1990,145,,5.1,25,,0,0,0,0,0,0,0
Aankhen,1993,170,,6.8,1155,,1,0,1,0,0,0,0
Aankhen,2002,165,,7.6,6578,,0,0,1,1,0,0,0
Aanmai Thavarael,2011,135,1000000,7.3,44,,0,0,0,0,0,1,0
Aanmodderfakker,2014,100,,6.8,2013,,0,0,1,0,0,1,0
Aanrijding in Moscou,2008,102,,7.3,3172,,0,0,1,1,0,1,0
Aansoo Aur Muskan,1970,150,,6.5,20,,0,0,1,1,0,0,0
Aansoo Ban Gaye Phool,1969,145,,7.4,18,,0,0,0,1,0,0,0
Aanteni,2011,9,,5.6,7,,0,0,0,0,0,0,1
Aao Wish Karein,2009,140,,5.3,453,,0,0,1,1,0,1,0
Aap Beati,1976,145,,6.2,15,,0,0,0,1,0,0,0
Aap Ki Kasam,1974,153,,6.9,275,,0,0,0,1,0,1,0
Aap Ki Khatir,2006,122,,3.6,656,,0,0,1,0,0,1,0
Aap Mujhe Achche Lagne Lage,2002,180,,3.2,1645,,1,0,0,1,0,1,0
Aap wong,2015,97,,4.4,190,,0,0,1,1,0,1,0
Aap wong 2,2016,97,,4.5,99,,0,0,1,0,0,0,0
Aapathbandavudu,1992,173,,7.5,225,,0,0,0,1,0,0,0
Aapo,1994,55,,6.3,81,,0,0,0,1,0,0,0
Aaptharakshaka,2010,130,,6.7,121,,0,0,0,0,0,0,0
Aar Paar,1985,125,,7,20,,1,0,0,0,0,0,0
Aar-Paar,1954,146,,7,151,,0,0,0,0,0,1,0
Aaradhu Sinam,2016,134,,7.8,61,,1,0,0,0,0,0,0
Aarakshan,2011,164,,6.2,3669,,0,0,0,1,0,0,0
Aaram Thamburan,1997,163,,8,985,,1,0,0,1,0,0,0
Aaranya Kaandam,2010,153,,8.6,1345,,1,0,1,0,0,0,0
Aardvark,2004,6,,7.6,18,,0,0,1,0,0,0,1
